web-scraper-order,web-scraper-start-url,year,year-href,month,month-href,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
1576010651-516,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,13,20.8,27,13,1015.3,61,0,3.4,1.3,5.4,-,,,,
1576010651-517,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-518,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-519,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-520,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-521,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-522,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-523,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-524,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-525,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-526,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-527,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-528,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-529,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-530,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-531,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-532,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-533,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-534,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010651-535,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576010651-536,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,January,https://en.tutiempo.net/climate/01-2019/ws-419230.html,,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,,0,0,0,0
1576010637-471,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-472,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-473,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-474,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-475,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-476,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-477,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-478,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-479,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-480,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-481,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-482,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-483,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-484,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-485,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-486,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-487,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-488,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-489,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-490,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-491,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010637-492,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,22,29.5,34.9,23.5,1005,72,14.99,4.2,8.3,11.1,-,o,,o,
1576010637-493,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,23,29.8,33.2,23.2,1005.5,70,1.02,4.7,5.2,14.8,-,,,,
1576010637-494,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,24,28.3,33.5,22.4,1003.7,81,28.19,4.8,10.4,33.5,-,o,,o,
1576010637-495,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,25,,,,,,,,,,,o,,,
1576010637-496,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,26,,,,,,,,,,,,,,
1576010637-497,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,27,,,,,,,,,,,,,,
1576010637-498,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,28,31.5,36.1,25.2,1002.7,68,0,5.3,3.9,5.4,-,,,,
1576010637-499,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,29,32.4,36.6,27.8,1002.5,67,0,5.5,5,11.1,-,,,,
1576010637-500,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,30,30.1,31.4,28.4,1003.3,78,0,5.1,6.3,11.1,-,,,,
1576010637-501,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,31,,,,,,,,,,,,,,
1576010637-502,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576010637-503,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,May,https://en.tutiempo.net/climate/05-2019/ws-419230.html,,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,,3,0,2,0
1576010629-439,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,1,29.3,32.4,22.3,1004.2,74,45.97,4.8,6.3,14.8,-,o,,o,
1576010629-440,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,2,26.6,30,23.2,1004.5,84,14.48,4.3,8.7,43.2,-,o,,o,
1576010629-441,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,3,28,30.4,22.9,1003.4,82,16,4.7,5.4,9.4,-,o,,o,
1576010629-442,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,4,,,,,,,,,,,o,,o,
1576010629-443,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,5,,,,,,,,,,,o,,o,
1576010629-444,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,6,,,,,,,,,,,,,,
1576010629-445,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,7,28.6,32.8,25.6,1004.8,80,0,5.1,3.9,7.6,-,o,,,
1576010629-446,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,8,29.3,33.5,26.5,1003,78,0,4.7,3.5,9.4,-,,,,
1576010629-447,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,9,27.7,28,27,1001.6,92,27.43,4,3.7,9.4,-,o,,,
1576010629-448,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,10,,,,,,,,,,,,,,
1576010629-449,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010629-450,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,12,,,,,,,,,,,,,,
1576010629-451,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,13,,,,,,,,,,,,,,
1576010629-452,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,14,30.3,31.9,29.1,998.3,83,0,5.3,4.6,7.6,-,,,,
1576010629-453,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,15,26.9,29.7,25.5,999.1,84,0.51,4.5,5,9.4,-,o,,o,
1576010629-454,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,16,31.1,35.1,25.1,998.4,78,0,4.5,6.1,9.4,-,,,,
1576010629-455,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,17,,,,,,,,,,,o,,o,
1576010629-456,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,18,,,,,,,,,,,o,,o,
1576010629-457,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,19,,,,,,,,,,,o,,,
1576010629-458,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,20,30.4,34.7,27.2,1000.8,78,10.92,4.8,0.7,5.4,-,o,,o,
1576010629-459,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010629-460,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010629-461,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,23,31.8,36.1,28.2,1003.2,68,0,5.5,1.9,9.4,-,,,,
1576010629-462,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,24,32,36.5,28.3,1003.8,69,0,5.6,4.1,9.4,-,,,,
1576010629-463,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,25,,,,,,,,,,,,,,
1576010629-464,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,26,,,,,,,,,,,,,,
1576010629-465,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,27,,,,,,,,,,,o,,,
1576010629-466,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,28,28.2,33.3,26.8,998.6,90,7.11,4.3,4.6,9.4,-,o,,o,
1576010629-467,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,29,30.7,34.8,26.3,998,81,0,4.8,4.6,14.8,-,,,,
1576010629-468,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,30,30.2,35.1,28,997.8,82,22.35,4.8,1.1,5.4,-,o,,o,
1576010629-469,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576010629-470,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,June,https://en.tutiempo.net/climate/06-2019/ws-419230.html,,29.8,33.4,26.4,1001.1,79,246.36,4.8,4.5,11.2,,15,0,11,0
1576010610-406,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,1,30,34.2,27.2,997.7,74,0.25,4.5,9.1,14.8,-,o,,,
1576010610-407,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010610-408,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,3,30.5,33.6,28.2,999.2,76,1.52,4.5,4.1,9.4,-,,,,
1576010610-409,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,4,30.5,34.5,27.6,997.8,77,0.51,5.5,3.3,5.4,-,,,,
1576010610-410,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,5,,,,,,,,,,,o,,,
1576010610-411,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,6,,,,,,,,,,,o,,,
1576010610-412,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,7,,,,,,,,,,,o,,,
1576010610-413,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,8,28.4,31.4,26.5,999,90,38.61,4.2,4.3,7.6,-,o,,o,
1576010610-414,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,9,29.2,31.5,26.9,998.9,88,0.25,4.5,4.8,9.4,-,o,,,
1576010610-415,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,10,29.2,32.6,28,998.9,84,1.27,5,5.4,9.4,-,o,,o,
1576010610-416,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,11,,,,,,,,,,,o,,o,
1576010610-417,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,12,,,,,,,,,,,o,,o,
1576010610-418,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,13,,,,,,,,,,,o,,o,
1576010610-419,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,14,27.3,29.6,24.4,1000.1,89,57.91,4.2,3.7,9.4,-,o,,o,
1576010610-420,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,15,27.3,30.2,25.9,1000.3,89,1.27,4.5,3.3,9.4,-,o,,,
1576010610-421,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,16,29.5,34.6,24.6,1001.1,86,2.54,4.8,2,5.4,-,o,,o,
1576010610-422,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010610-423,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,18,,,,,,,,,,,,,,
1576010610-424,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,19,,,,,,,,,,,o,,,
1576010610-425,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,20,,,,,,,,,,,,,,
1576010610-426,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,21,31.5,35.7,28.4,1003.1,72,0,4.5,4.6,9.4,-,,,,
1576010610-427,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010610-428,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,23,31.8,35.6,28.2,1001.5,69,0,5,7.2,9.4,-,,,,
1576010610-429,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,24,29.9,34.6,26.8,1001.6,80,11.94,4.5,4.8,9.4,-,o,,o,
1576010610-430,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,25,,,,,,,,,,,o,,o,
1576010610-431,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,26,,,,,,,,,,,o,,,
